dorsal abaxial
homeothermic homoiothermic
homothermic homoiothermic
poikilothermous poikilothermic
heterothermic poikilothermic
ectothermic poikilothermic
drip-dry wash-and-wear
acceleratory accelerative
maximising maximizing
profit-maximising profit-maximizing
depreciative depreciating
depreciatory depreciating
tapering dwindling
tapering_off dwindling
diminuendo decrescendo
ritardando rallentando
ritenuto rallentando
rit. rallentando
symptomless asymptomatic
healed cured
recovered cured
sick ill
stricken afflicted
indisposed ailing
peaked ailing
poorly ailing
sickly ailing
unwell ailing
under_the_weather ailing
seedy ailing
air_sick airsick
carsick airsick
seasick airsick
bedridden bedfast
bedrid bedfast
sick-abed bedfast
liverish bilious
livery bilious
recovering convalescent
hallucinating delirious
giddy dizzy
woozy dizzy
vertiginous dizzy
light faint
swooning faint
light-headed faint
lightheaded faint
feverous feverish
stricken laid_low
nauseous nauseated
queasy nauseated
sick nauseated
sickish nauseated
paralyzed paralytic
rachitic rickety
tuberculous tubercular
dewy bedewed
marshy boggy
miry boggy
mucky boggy
muddy boggy
quaggy boggy
sloppy boggy
sloughy boggy
soggy boggy
squashy boggy
swampy boggy
waterlogged boggy
dank clammy
dampish damp
moist damp
soppy sodden
drizzly drippy
steamy muggy
sticky muggy
watery reeking
rainy showery
steamy steaming
baked adust
parched adust
scorched adust
sunbaked adust
waterless arid
bone_dry bone-dry
dried-out desiccated
sere dried-up
sear dried-up
shriveled dried-up
shrivelled dried-up
withered dried-up
lactating wet
hydrated hydrous
working-class wage-earning
alimental alimentary
nourishing alimentary
nutrient alimentary
nutritious alimentary
nutritive alimentary
salubrious healthy
good_for_you healthy
satisfying hearty
solid hearty
square hearty
substantial hearty
unhealthful insalubrious
unhealthy insalubrious
jejune insubstantial
nauseous nauseating
noisome nauseating
queasy nauseating
loathsome nauseating
offensive nauseating
sickening nauseating
vile nauseating
broad wide
panoramic bird's-eye
constrictive constricting
narrowing constricting
thin slender
tapering tapered
narrowing tapered
marginal bare
unmanageable unwieldy
bunglesome awkward
clumsy awkward
ungainly awkward
cumbrous cumbersome
periwigged peruked
fain disposed
inclined disposed
prepared disposed
happy glad
loth loath
reluctant loath
unwilled unintentional
alary alar
aliform alar
wing-shaped alar
alated alate
short-winged brachypterous
apteral apterous
omniscient all-knowing
sagacious perspicacious
sapient perspicacious
cockeyed absurd
derisory absurd
idiotic absurd
laughable absurd
ludicrous absurd
nonsensical absurd
preposterous absurd
ridiculous absurd
fatuous asinine
inane asinine
mindless asinine
vacuous asinine
cockamamy cockamamie
goofy cockamamie
sappy cockamamie
silly cockamamie
wacky cockamamie
whacky cockamamie
zany cockamamie
insane harebrained
mad harebrained
misguided ill-conceived
rattlepated rattlebrained
scatterbrained rattlebrained
scatty rattlebrained
arboreous arboraceous
woodsy arboraceous
woody arboraceous
brushy bosky
brambly braky
scrubby scrabbly
silvan sylvan
treeless unwooded
birchen birch
birken birch
squashy pulpy
secular worldly
temporal worldly
mercenary materialistic
worldly-minded materialistic
terrestrial mundane
eremitic anchoritic
eremitical anchoritic
hermitic anchoritic
hermitical anchoritic
cloistral cloistered
conventual cloistered
monastic cloistered
monastical cloistered
unearthly spiritual
decrepit creaky
derelict creaky
flea-bitten creaky
run-down creaky
woebegone creaky
eared dog-eared
scoured eroded
mangey mangy
mothy moth-eaten
worn-out raddled
ratty moth-eaten
shabby moth-eaten
tatty moth-eaten
seedy scruffy
shopsoiled shopworn
tatterdemalion tattered
worm-eaten vermiculate
wormy vermiculate
weatherworn weather-beaten
weathered weather-beaten
commendable applaudable
laudable applaudable
praiseworthy applaudable
worth deserving
model exemplary
meritable meritorious
notable noteworthy
precious valued
worthful valuable
unworthy undeserving
reentrant re-entrant
baptised baptized
unbaptised unbaptized
shell-less unshelled
nonflowering flowerless
vegetational vegetal
vegetative vegetal
abatic abasic
Abkhazian abkhaz
acapnial acapnic
acapnotic acapnic
acinous acinar
acinose acinar
acinic acinar
acrogenous acrogenic
actinometrical actinometric
actinomycetous actinomycetal
aculeated aculeate
adjudicatory adjudicative
annexal adnexal
sympathomimetic adrenergic
ASAT antisatellite
aeronautic aeronautical
medical aesculapian
affixial affixal
agrobiological agrobiologic
agrological agrologic
agronomical agronomic
alabastrine alabaster
albinotic albinal
albinic albinal
albinistic albinal
alchemical alchemic
alchemistical alchemistic
algometrical algometric
Algonkian algonquian
Algonquin algonquian
allelomorphic allelic
allotropical allotropic
alphabetical alphabetic
alphanumerical alphanumeric
alphameric alphanumeric
alphamerical alphanumeric
amoeboid ameboid
amenorrhoeic amenorrheic
amenorrheal amenorrheic
amenorrhoeal amenorrheic
aminic amino
ammoniacal ammoniac
amnesic amnestic
amnionic amniotic
amnic amniotic
amphitheatrical amphitheatric
ampullary ampullar
anaglyphical anaglyphic
anaglyptic anaglyphic
anaglyptical anaglyphic
anagogical anagogic
anagrammatical anagrammatic
stigmatic anastigmatic
androgenous androgenetic
anemometrical anemometric
anencephalous anencephalic
anestric anestrous
anoestrous anestrous
anginose anginal
anginous anginal
angiocarpous angiocarpic
animistic animist
anisogamous anisogamic
annelidan annelid
anodal anodic
anosmatic anosmic
antennary antennal
anthropical anthropic
anthropogenic anthropogenetic
anthropometrical anthropometric
antineoplastic anticancer
antitumor anticancer
antitumour anticancer
anticlimactical anticlimactic
antimonious antimonic
antiphonal antiphonary
antipodean antipodal
antitypical antitypic
batrachian anuran
salientian anuran
anuric anuretic
aortic aortal
apheretic aphaeretic
apnoeic apneic
apogametic apogamic
apogamous apogamic
apomictical apomictic
apoplectoid apoplectiform
apothegmatical apothegmatic
appositive appositional
arachnidian arachnoid
spidery arachnoid
spiderlike arachnoid
spiderly arachnoid
Aramaean aramean
araneidan araneidal
arbitrational arbitral
arboreal arborical
arborary arborical
arborous arborical
archeological archaeological
archaeologic archaeological
archeologic archaeological
archangelical archangelic
archegoniate archegonial
archepiscopal archiepiscopal
areolate areolar
araceous aroid
arthropodan arthropodal
arthropodous arthropodal
arthrosporous arthrosporic
articulary articular
articulative articulatory
artiodactylous artiodactyl
even-toed artiodactyl
ascetical ascetic
ascosporous ascosporic
stomatous stomatal
stomatous stomatal
astronautical astronautic
astronomical astronomic
atactic ataxic
auriculoventricular atrioventricular
aurorean auroral
auric aurous
autarchical autarchic
autarkical autarchic
auctorial authorial
autobiographic autobiographical
autobiographic autobiographical
autophytic autotrophic
axiomatical axiomatic
postulational axiomatic
aphoristic axiomatic
avellane avellan
avifaunistic avifaunal
axial axile
uremic azotemic
uraemic azotemic
berrylike baccate
bacillary bacillar
bacteriophagous bacteriophagic
bacteroid bacteroidal
bacterioidal bacteroidal
bacterioid bacteroidal
balsamy balsamic
barometrical barometric
basilary basilar
batholitic batholithic
bathymetrical bathymetric
behaviorist behavioristic
behaviouristic behavioristic
behaviourist behavioristic
benedictive benedictory
benthal benthic
benthonic benthic
biaxal biaxial
biaxate biaxial
bibliographical bibliographic
bibliothecarial bibliothecal
biliary bilious
bimetallic bimetallistic
biogeographical biogeographic
biologic biological
sociobiological sociobiologic
botanical botanic
botryoidal botryoid
boytrose botryoid
brachiopodous brachiopod
bracted bracteate
brahminical brahminic
branchiopodan branchiopod
branchiopodous branchiopod
brasslike brassy
wideband broadband
cacodaemonic cacodemonic
cadaveric cadaverous
chalky calcareous
calceiform calceolate
calendrical calendric
calycine calyceal
calycinal calyceal
calicular calycular
calycled calyculate
campanular campanulate
campanulated campanulate
laniary canine
capitulary capitular
carbonylic carbonyl
carboxylic carboxyl
cardiorespiratory cardiopulmonary
Carolean caroline
cartographical cartographic
carunculous caruncular
carunculated carunculate
katabolic catabolic
catachrestical catachrestic
catapultian catapultic
categoric categorical
catoptrical catoptric
caecal cecal
heavenly celestial
heavenly celestial
integumental integumentary
coenobitic cenobitic
cenobitical cenobitic
coenobitical cenobitic
eremitical eremitic
centralistic centralist
cephalopodan cephalopod
cetaceous cetacean
chaetognathous chaetognathan
chafflike chaffy
Chaldaean chaldean
Chaldee chaldean
papery chartaceous
paperlike chartaceous
chelated chelate
chelicerate cheliceral
chemic chemical
chemotherapeutical chemotherapeutic
chiasmic chiasmal
chiasmatic chiasmal
chimerical chimeric
chimeral chimeric
chlorophyllous chlorophyllose
greensick chlorotic
civic civil
cleistogamic cleistogamous
cloven-footed cloven-hoofed
collagenic collagenous
collegial collegiate
colorimetrical colorimetric
cosmological cosmologic
cosmological cosmologic
cosmogonic cosmologic
cosmogonical cosmologic
cosmogenic cosmologic
co-referent coreferential
cormose cormous
crustacean crustaceous
cryptographic cryptanalytic
cryptographical cryptanalytic
cryptologic cryptanalytic
cryptological cryptanalytic
cryptogamous cryptogamic
comb-like ctenoid
cuprous cupric
cytoarchitectonic cytoarchitectural
cytoplasmatic cytoplasmic
cytogenetical cytogenetic
cytologic cytological
czaristic czarist
tsarist czarist
tsaristic czarist
tzarist czarist
despotical despotic
diametric diametral
diametrical diametral
sudorific diaphoretic
dimorphous dimorphic
cacogenic dysgenic
Europocentric eurocentric
economical economic
cataphoretic electrophoretic
static electrostatic
empyreal empyrean
aeonian eonian
parasitic epenthetic
extradural epidural
pontifical episcopal
estuarial estuarine
exegetical exegetic
factor_analytic factor_analytical
ferrous ferric
feudalistic feudal
feverish febrile
fiberoptic fiber-optic
fibre-optic fiber-optic
fibreoptic fiber-optic
wide-angle fisheye
flakey flaky
sarcoid fleshy
foliated foliate
formalized formalistic
formalised formalistic
three-wheeled three-wheel
four-wheeled four-wheel
Galilaean galilean
stomachic gastric
stomachal gastric
genetical genetic
genetic genic
genetical genic
mental genial
geometrical geometric
geothermic geothermal
graphical graphic
gravitative gravitational
hair-shirted hair-shirt
Hassidic hasidic
Chasidic hasidic
Chassidic hasidic
heliac heliacal
haematopoietic hematopoietic
hemopoietic hematopoietic
haemopoietic hematopoietic
hematogenic hematopoietic
haematogenic hematopoietic
haemorrhagic hemorrhagic
homonymous homonymic
homostylic homostylous
homostyled homostylous
hex hexadecimal
hexagonal hexangular
hieroglyphical hieroglyphic
hieroglyphical hieroglyphic
humanistic humanist
humane humanist
humanist humanistic
humanistic humanist
hydrographical hydrographic
idealistic ideal
immunologic immunological
impressionistic impressionist
illative inferential
interlineal interlinear
nonpolar nonionic
ischaemic ischemic
juridical judicial
juridic judicial
juridic juridical
large-capitalisation large-capitalization
large-cap large-capitalization
sudsy lathery
lexicalised lexicalized
limacoid limacine
logographic logogrammatic
lucifugal lucifugous
sublunary sublunar
cislunar sublunar
translunary translunar
superlunar translunar
superlunary translunar
Mandean mandaean
Manichean manichaean
Manichee manichaean
prejudicious prejudicial
pre-Socratic presocratic
mercurous mercuric
myotic miotic
missional missionary
Monophysitic monophysite
mousey mousy
medullated myelinated
neotenous neotenic
numerical numeral
numeric numeral
olfactive olfactory
oligarchical oligarchic
single-humped one-humped
pachydermal pachydermatous
pachydermic pachydermatous
pachydermous pachydermatous
palaeontological paleontological
volar palmar
parheliacal parhelic
pecuniary monetary
phonologic phonological
photometrical photometric
planetary planetal
terrestrial planetary
plumbous plumbic
plutocratical plutocratic
polydactylous polydactyl
ceremonious pompous
positivistic positivist
positive positivist
pragmatical pragmatic
presymptomatic preclinical
prodromic prodromal
prostatic prostate
radiophonic radiotelephonic
refractile refractive
Rumansh romansh
romanticist romantic
romanticistic romantic
ropey ropy
aquacultural aquicultural
hydroponic aquicultural
sacculate sacculated
sarcolemnous sarcolemmic
sclerosed sclerotic
self-aggrandising self-aggrandizing
semiotical semiotic
sensory sensational
sepaline sepaloid
septate septal
silicious siliceous
societal social
spermatic spermous
splenetic splenic
lienal splenic
slivery splintery
stannous stannic
astral stellar
stenographical stenographic
sulphurous sulfurous
supraocular supraorbital
symbolical symbolic
syncretical syncretic
syncretistic syncretic
syncretistical syncretic
syncretical syncretic
syncretistic syncretic
syncretistical syncretic
synaesthetic synesthetic
proficient technical
technological technical
telluric tellurian
terrestrial tellurian
terrene tellurian
sinewy tendinous
thenar thenal
thermic thermal
caloric thermal
thermoelectrical thermoelectric
titulary titular
tonal tonic
topologic topological
totalistic totalitarian
double-humped two-humped
two-wheeled two-wheel
uniovulate uniovular
uveous uveal
vacuolated vacuolate
pneumogastric vagal
valetudinary valetudinarian
variolic variolar
variolous variolar
atheistic atheist
atheistical atheist
electrical electric
galvanic voltaic
photoelectrical photoelectric
isomorphic isomorphous
Linnean linnaean
atmospherical atmospheric
amphibian amphibious
fungous fungal
antifungal fungicidal
