dorsal abaxial
Gipsy gypsy
Romany gypsy
Rommany gypsy
Romani gypsy
Roma gypsy
Bohemian gypsy
drudge hack
hacker hack
hack_writer hack
literary_hack hack
cyber-terrorist hacker
cyberpunk hacker
beldam hag
beldame hag
witch hag
crone hag
hagiographist hagiographer
hagiologist hagiographer
hairstylist hairdresser
stylist hairdresser
styler hairdresser
hadji hajji
haji hajji
hakeem hakim
goof fathead
goofball fathead
bozo fathead
jackass fathead
goose fathead
cuckoo fathead
twat fathead
zany fathead
ham_actor ham
handler animal_trainer
handmaiden handmaid
jack_of_all_trades handyman
odd-job_man handyman
harrier harasser
harmoniser harmonizer
harmoniser harmonizer
harper harpist
harpooneer harpooner
reaper harvester
back-number has-been
Hassid hasid
Chasid hasid
Chassid hasid
enforcer hatchet_man
iceman hatchet_man
hatter hatmaker
milliner hatmaker
modiste hatmaker
haulier hauler
war_hawk hawk
chief head
top_dog head
head-shrinker headhunter
star headliner
tribal_chief headman
chieftain headman
chief headman
schoolmaster headmaster
master headmaster
chief_of_state head_of_state
headman headsman
primary_care_provider health_professional
PCP health_professional
health_care_provider health_professional
caregiver health_professional
listener hearer
auditor hearer
attender hearer
hearing_officer hearing_examiner
pagan heathen
gentile heathen
infidel heathen
badgerer heckler
equivocator hedger
tergiversator hedger
pagan hedonist
pleasure_seeker hedonist
Homo_heidelbergensis heidelberg_man
inheritor heir
heritor heir
inheritress heiress
inheritrix heiress
heller hellion
devil hellion
hell-rooster hell-kite
gamecock hell-kite
steersman helmsman
steerer helmsman
helpmeet helpmate
haematologist hematologist
haemophiliac hemophiliac
bleeder hemophiliac
hemophile hemophiliac
haemophile hemophiliac
trumpeter herald
herb_doctor herbalist
herdsman herder
drover herder
misbeliever heretic
religious_outcast heretic
intersex hermaphrodite
gynandromorph hermaphrodite
androgyne hermaphrodite
epicene hermaphrodite
epicene_person hermaphrodite
recluse hermit
solitary hermit
solitudinarian hermit
troglodyte hermit
agonist protagonist
hero_worshipper hero_worshiper
heterosexual_person heterosexual
straight_person heterosexual
straight heterosexual
highflyer highflier
Scottish_Highlander highlander
Highland_Scot highlander
pooh-bah high-muck-a-muck
highwayman highjacker
hijacker highjacker
road_agent highjacker
hijacker highjacker
tramp hiker
tramper hiker
bushwhacker hillbilly
hippy hippie
hipster hippie
flower_child hippie
hand hired_hand
hired_man hired_hand
pensionary hireling
historiographer historian
striker hitter
limper hobbler
ice-hockey_player hockey_player
hodman hod_carrier
pig hog
bearer holder
hangover holdover
stickup_man holdup_man
home-builder homebuilder
housebuilder homebuilder
house-builder homebuilder
homeless_person homeless
homoeopath homeopath
householder homeowner
Secretary_of_State_for_the_Home_Department home_secretary
homophile homosexual
homo homosexual
gay homosexual
guard_of_honor honor_guard
hoodlum hood
goon hood
punk hood
thug hood
tough hood
toughie hood
strong-armer hood
stepper hoofer
horse_fancier horseman
equestrian horseman
horseback_rider horseman
wrangler horse_wrangler
plantsman horticulturist
innkeeper host
boniface host
surety hostage
hot_dog hotdog
house_detective hotel_detective
house_dick hotel_detective
hotelkeeper hotelier
hotel_manager hotelier
hotelman hotelier
hosteller hotelier
cat_burglar housebreaker
houseguest house_guest
househusband house_husband
resident house_physician
resident_physician house_physician
homemaker housewife
lady_of_the_house housewife
woman_of_the_house housewife
housebreaker housewrecker
cheap-jack huckster
humanitarian humanist
do-gooder humanitarian
improver humanitarian
humourist humorist
hunchback humpback
crookback humpback
huntsman hunter
hubby husband
married_man husband
ex ex-husband
wheeler_dealer hustler
operator hustler
hypnotizer hypnotist
hypnotiser hypnotist
mesmerist hypnotist
mesmerizer hypnotist
dissembler hypocrite
dissimulator hypocrite
phony hypocrite
phoney hypocrite
pretender hypocrite
image_breaker iconoclast
dreamer idealist
monozygotic_twin identical_twin
monozygous_twin identical_twin
ideologue ideologist
imbecile idiot
cretin idiot
moron idiot
changeling idiot
half-wit idiot
retard idiot
loafer idler
do-nothing idler
layabout idler
bum idler
matinee_idol idol
idolizer idolater
idoliser idolater
idol_worshiper idolater
idoliser idolizer
know_nothing ignoramus
uneducated_person ignoramus
illiterate_person illiterate
nonreader illiterate
imaum imam
scamp imp
monkey imp
rascal imp
rapscallion imp
scalawag imp
scallywag imp
imitator impersonator
importee import
influential_person important_person
personage important_person
impostor imposter
pretender imposter
fake imposter
faker imposter
fraud imposter
sham imposter
shammer imposter
pseudo imposter
pseud imposter
role_player imposter
incompetent_person incompetent
officeholder incumbent
Indian_chieftain indian_chief
marcher infantryman
foot_soldier infantryman
footslogger infantryman
source informant
betrayer informer
rat informer
squealer informer
blabber informer
thankless_wretch ingrate
ungrateful_person ingrate
learned_person initiate
pundit initiate
savant initiate
relative-in-law in-law
vaccinator inoculator
inmate inpatient
enquirer inquirer
questioner inquirer
querier inquirer
asker inquirer
interrogator inquisitor
sleepless_person insomniac
initiator instigator
provoker instigator
inciter instigator
instigant instigator
firebrand instigator
pawn instrument
cat's-paw instrument
insurance_agent insurance_broker
general_agent insurance_broker
underwriter insurance_broker
insured_person insured
insurrectionist insurgent
freedom_fighter insurgent
rebel insurgent
designer interior_designer
interior_decorator interior_designer
house_decorator interior_designer
room_decorator interior_designer
decorator interior_designer
conversational_partner interlocutor
middleman interlocutor
interne intern
houseman intern
medical_intern intern
translator interpreter
interloper intruder
trespasser intruder
encroacher invader
shut-in invalid
voider invalidator
nullifier invalidator
discoverer inventor
artificer inventor
investment_advisor investment_adviser
underwriter investment_banker
ironman iron_man
hardwareman ironmonger
irridentist irredentist
island-dweller islander
Ismailian ismaili
gypsy itinerant
gipsy itinerant
jailbird jail_bird
gaolbird jail_bird
Javan javanese
jazzman jazz_musician
dork jerk
fool jester
motley_fool jester
gem jewel
jeweller jeweler
jeweler jewelry_maker
jeweller jewelry_maker
jimhickey jimdandy
crackerjack jimdandy
middleman jobber
wholesaler jobber
Joe_Blow john_doe
Joe_Bloggs john_doe
man_in_the_street john_doe
jokester joker
turkey joker
jinx jonah
justice judge
jurist judge
steamroller juggernaut
Jr junior
Jnr junior
legal_expert jurist
juryman juror
jurywoman juror
justiciary justiciar
kafir kaffir
caffer kaffir
caffre kaffir
kidnaper kidnapper
abductor kidnapper
snatcher kidnapper
slayer killer
male_monarch king
Rex king
King_of_Great_Britain king_of_england
queen king
world-beater king
top_banana kingpin
bigwig kingpin
relation relative
blood_relative blood_relation
cognate blood_relation
sib blood_relation
kinsperson kin
family kin
matrikin enate
matrilineal_kin enate
matrisib enate
matrilineal_sib enate
patrikin agnate
patrilineal_kin agnate
patrisib agnate
patrilineal_sib agnate
osculator kisser
kissing_kin kissing_cousin
KP kitchen_police
Ku_Kluxer klansman
Kluxer klansman
bachelor-at-arms knight_bachelor
bachelor knight_bachelor
knight_of_the_square_flag knight_banneret
banneret knight_banneret
Templar knight_templar
apprehender knower
know-all know-it-all
odd_fellow kook
odd_fish kook
queer_bird kook
queer_duck kook
odd_man_out kook
birthing_coach labor_coach
doula labor_coach
monitrice labor_coach
manual_laborer laborer
labourer laborer
jack laborer
flunky lackey
flunkey lackey
noblewoman lady
peeress lady
dulcinea ladylove
dear lamb
lubber landlubber
landsman landlubber
landsman landlubber
landman landlubber
landholder landowner
property_owner landowner
landscape_gardener landscape_architect
landscaper landscape_architect
landscapist landscape_architect
lapidist lapidary
lapidarist lapidary
larcener larcenist
lassie lass
young_girl lass
jeune_fille lass
Mormon latter-day_saint
lauder laudator
extoller laudator
lawmaker lawgiver
law_officer lawman
peace_officer lawman
attorney lawyer
layperson layman
secular layman
scholar learner
assimilator learner
lessee leaseholder
lecturer lector
reader lector
reader lector
parasite leech
sponge leech
sponger leech
left-hander left-handed_pitcher
left_hander left-handed_pitcher
lefthander left-handed_pitcher
lefty left-handed_pitcher
southpaw left-handed_pitcher
lefty left-hander
southpaw left-hander
official_emissary legate
legionary legionnaire
loaner lender
lazar leper
lepidopterologist lepidopterist
butterfly_collector lepidopterist
tribade lesbian
gay_woman lesbian
lease_giver lessor
leveller leveler
lexicologist lexicographer
prevaricator liar
liberalist liberal
progressive liberal
debauchee libertine
rounder libertine
bibliothec librarian
LPN licensed_practical_nurse
practical_nurse licensed_practical_nurse
slugabed lie-abed
liege_lord liege
police_lieutenant lieutenant
light_colonel lieutenant_colonel
lieutenant_JG lieutenant_junior_grade
lifesaver lifeguard
bargeman lighterman
bargee lighterman
cruiserweight light_heavyweight
light-of-love light-o'-love
line_backer linebacker
polyglot linguist
linguistic_scientist linguist
linkman linkboy
social_lion lion
receiver liquidator
literate_person literate
litigator litigant
litterbug litterer
litter_lout litterer
locater locator
lockman lockmaster
lockkeeper lockmaster
locum locum_tenens
boarder lodger
roomer lodger
logistician logician
logomachist logomach
lingerer loiterer
lollipop_woman lollipop_lady
lone_wolf loner
lone_hand loner
thirster longer
yearner longer
lookout_man lookout
sentinel lookout
sentry lookout
watch lookout
spotter lookout
scout lookout
picket lookout
noble lord
nobleman lord
Lord_High_Chancellor lord_chancellor
also-ran loser
loser failure
nonstarter failure
unsuccessful_person failure
blusterer loudmouth
lizard lounge_lizard
clod lout
stumblebum lout
goon lout
oaf lout
lubber lout
lummox lout
lump lout
gawk lout
underclassman lowerclassman
low-birth-weight_infant low-birth-weight_baby
Scottish_Lowlander lowlander
Lowland_Scot lowlander
stalwart loyalist
slider luger
lumberjack lumberman
logger lumberman
feller lumberman
faller lumberman
leading_light luminary
guiding_light luminary
notable luminary
notability luminary
madman lunatic
maniac lunatic
skulker lurker
lurcher lurker
lutanist lutist
lutenist lutist
lyrist lyricist
mama ma
mamma ma
mom ma
momma ma
mommy ma
mammy ma
mum ma
mummy ma
mace macebearer
macer macebearer
ward-heeler machine_politician
political_hack machine_politician
hack machine_politician
mechanic machinist
shop_mechanic machinist
macroeconomic_expert macroeconomist
brothel_keeper madam
master maestro
prestidigitator magician
conjurer magician
conjuror magician
illusionist magician
scavenger magpie
pack_rat magpie
maharajah maharaja
maharanee maharani
maiden maid
maidservant maid
housemaid maid
amah maid
postman mailman
mail_carrier mailman
letter_carrier mailman
carrier mailman
seneschal major-domo
big_leaguer major_leaguer
shaper maker
boy male_child
man-child male_offspring
skulker malingerer
shammer malingerer
maltman maltster
adult_male man
mandatory mandatary
Mandean mandaean
manoeuvrer maneuverer
Manichean manichaean
Manichee manichaean
manikin mannequin
mannikin mannequin
manakin mannequin
fashion_model mannequin
model mannequin
mannikin manikin
homunculus manikin
man_of_deeds man_of_action
rich_man man_of_means
wealthy_man man_of_means
producer manufacturer
Maquisard maquis
marathon_runner marathoner
road_runner marathoner
long-distance_runner marathoner
predator marauder
vulture marauder
piranha marauder
parader marcher
marquise marchioness
devil_dog marine
leatherneck marine
shipboard_soldier marine
naval_engineer marine_engineer
seaman mariner
tar mariner
Jack-tar mariner
Jack mariner
old_salt mariner
seafarer mariner
gob mariner
sea_dog mariner
sharpshooter marksman
crack_shot marksman
marquess marquis
marshall marshal
marshall marshal
disciplinarian martinet
moralist martinet
sufferer martyr
stonemason mason
Massorete masorete
Masorite masorete
masker masquerader
masquer masquerader
professional master
captain master
sea_captain master
skipper master
emcee master_of_ceremonies
host master_of_ceremonies
onanist masturbator
matcher matchmaker
marriage_broker matchmaker
first_mate mate
mathematics_teacher math_teacher
materfamilias matriarch
rebel maverick
city_manager mayor
queen_of_the_May may_queen
meany meanie
unkind_person meanie
packer meat_packer
medallist medalist
medal_winner medalist
medallist medalist
media_guru media_consultant
medic medical_officer
medical_man medical_practitioner
medico medical_student
spiritualist medium
sensitive medium
melancholiac melancholic
Melchite melkite
Melchite melkite
fellow_member member
clanswoman clansman
clan_member clansman
memoriser memorizer
repairer mender
fixer mender
mensh mensch
wise_man mentor
soldier_of_fortune mercenary
merchandiser merchant
